square_feet,bedrooms,bathrooms,age_years,distance_to_city_miles,school_rating,crime_index,lot_size_acres,garage_spaces,renovated,sale_price
2530,4,3.5,7,18.2,4.7,40.5,0.455,2,1,643180
2960,4,2.5,25,13.5,4.7,33.4,0.643,2,0,742492.31
2260,4,3,11,11.5,6.8,18.7,0.496,1,1,1024877.96
2020,3,3,28,10.3,7.2,21.7,0.217,3,0,928443.27
1160,3,3,33,0.4,8,12.2,0.205,2,0,694842.19
1540,2,2.5,21,13.4,5.4,40.7,0.245,2,0,336846.21
2330,4,3,22,11.4,5.3,42,0.89,2,1,779932.65
1490,3,3,30,10.7,7.3,13.1,0.255,2,0,621863.75
2620,3,3.5,78,4.1,7.5,10.9,0.311,2,1,1261286.76
2830,5,3.5,35,9.2,10,4.1,0.358,3,1,1858834.76
3010,5,4,30,12.7,4.6,42.2,0.191,4,0,691655.89
2560,4,3.5,58,10,7.2,20.6,0.383,2,1,915769.68
2470,3,3.5,17,6.5,6.9,25.6,0.375,1,0,895246.97
2250,5,3.5,24,0.4,7.4,17.6,0.291,1,0,1066372.88
2480,5,4,25,3.8,9.2,16.6,0.156,3,1,1650841.68
2290,3,2.5,11,25.2,6.8,48.6,0.501,1,0,467203.8
1910,3,3,10,12.4,5.8,37.9,0.272,0,0,513551.37
2390,3,3,30,11,6.5,24.6,0.304,3,1,1017086.33
1270,1,1,50,6,9.2,21.8,0.313,0,0,590243.81
3230,6,5,25,7.9,9.6,3,0.437,4,0,2068539.7
1910,4,4,20,16.2,4.1,35.7,0.399,1,0,413123.35
2330,5,4.5,80,7.5,6.9,40.7,0.372,3,0,678238.37
1500,3,3,19,10,6.9,16.6,0.201,2,0,639327.72
2230,4,2,36,0.4,6.6,13.7,0.175,2,1,1131084
3090,5,4,59,0.4,9.4,3.4,0.165,2,0,1801595.19
2170,2,2,8,13.7,5.2,43.1,0.33,3,0,542943.75
2860,4,3.5,74,12.5,5.4,38.6,0.16,2,1,756591.24
2240,3,2.5,7,10.5,7.1,21.8,0.304,3,0,937235.77
1730,2,1,33,0.4,6.5,17.9,0.234,1,0,714633.54
1440,2,2.5,20,5.6,8.9,3,0.105,1,0,854753.13
2140,2,3.5,21,17.9,4.4,42.1,0.168,1,0,400967.99
2100,3,3,39,10,6.4,30.4,0.251,2,0,644737.44
2700,4,2.5,8,2.3,7.3,26.5,0.514,4,1,1302174.02
2160,5,3.5,2,4.6,8.2,4,0.502,2,0,1147824.49
1970,3,3,54,13.7,9.6,18.1,0.383,2,1,1189485.33
1960,4,3.5,29,22.2,5.4,45.1,0.344,0,1,412374.99
2080,2,2,86,11.6,6.3,49.6,0.413,1,1,512938.54
2270,2,1.5,20,8.8,8,31.6,0.093,2,1,938845.46
2810,4,4,22,1.2,7.5,16.2,0.247,3,0,1380663.09
3120,6,4,10,1,9.1,10.1,0.278,2,1,1974010.16
2640,4,3,22,12,6.3,50.2,0.45,2,0,637675.58
1910,5,4,10,11.1,6.4,35.8,0.347,1,0,618436.36
2410,4,3.5,6,15.3,7.3,34,0.522,3,0,951871.44
2120,4,3,51,3.1,9.1,22.2,0.123,2,1,1080747.76
2150,5,4,54,3,9.6,7.9,0.23,1,0,1320483.62
2440,5,3.5,22,21,4.3,45.5,0.295,2,1,560518.17
2420,3,3,46,21.3,6.4,49.4,0.674,2,0,598649.19
1930,2,2,13,9.5,6.4,26.3,0.217,1,0,672546.86
2190,6,4.5,17,3.3,6.1,27.3,0.464,1,1,1061323.32
1830,3,3,26,0.4,8,6.7,0.217,1,0,1068464.76
3090,5,4.5,55,14.2,5.7,47.4,0.628,2,1,756808.24
1820,4,4,11,14.8,6.7,32.3,0.799,1,1,673202.83
1950,3,2.5,16,10.3,7.3,25.9,0.363,1,0,730346.52
3050,4,3,50,6.4,8.1,19.6,0.78,3,0,1431877.63
3420,4,3.5,14,8.9,9,7.4,0.154,3,0,2055194.69
1690,3,2.5,23,15.1,6.2,55.5,0.279,1,0,353706.72
2470,3,3.5,38,13.2,6.1,32.4,0.276,2,1,755409.19
1310,1,2,52,8.9,6.5,27.6,0.232,0,1,526695.25
1660,4,2.5,39,7.2,8.5,27.8,0.059,2,1,850037.66
2250,4,3,114,4.8,8.3,8.9,0.202,3,1,1272838.07
1700,3,3.5,35,18.7,4,60.2,0.229,1,0,255524.81
2120,5,4,38,8.8,5.6,28.3,0.375,3,0,638618.07
2190,2,2,27,8.2,6.2,30.8,0.433,2,0,751421.01
1200,3,2,28,4.8,9.2,16,0.204,0,1,628930.07
1950,4,3,18,5.3,8.2,5.8,0.098,1,0,1122212.07
2900,5,3.5,21,20.8,5.9,59.1,0.76,1,1,686819.45
1900,2,2,8,9.4,6.5,30.8,0.155,3,0,668698.63
1850,3,2,48,7.2,7.3,13,0.352,2,0,716000.16
2350,4,2,29,1.4,8.5,21,0.134,1,0,1131377.32
2300,4,3,23,9,9.1,9.4,0.325,3,0,1400170.63
1710,3,3,22,25.3,4.3,41,0.494,1,1,425194.33
2000,4,2.5,68,6.6,6.5,32.3,0.24,1,1,610751.29
2420,3,2,36,12.8,7.4,30,0.214,3,0,866074.6
2150,2,2.5,90,3.8,6.8,18.3,0.434,2,1,990263.75
2130,4,4,40,5.2,8,3.2,0.706,2,1,1360643.27
1220,1,1.5,67,15.2,5.7,40.4,0.148,0,0,230796.05
3020,5,5,25,16,5.6,33.4,0.414,2,0,852815.16
2670,5,4,26,4.7,7.7,22.6,0.144,3,1,1183122.22
2970,5,4.5,26,4.8,8.7,22.6,0.252,3,1,1573112.03
2360,4,4,19,6.6,8.1,3,0.251,2,1,1486529.21
2790,4,3.5,55,16.5,6.3,41.5,0.232,3,0,591870.7
2520,4,3,75,15.7,4.6,46.5,0.383,2,1,639133.54
1910,3,2.5,14,10.5,8.4,20,0.28,1,0,785763.8
790,1,1.5,20,6.7,8.2,4,0.14,0,0,395756.88
2180,3,4,8,4.7,9.4,9.1,0.242,1,1,1420122.82
1170,2,1.5,52,23.5,4.1,42.3,0.305,1,1,248058.15
1410,2,1.5,31,17.2,6.3,30.3,0.679,1,1,426228.37
2380,3,2.5,60,13.8,7.3,23.9,0.553,1,1,901489.58
2280,3,2,47,3.5,8.7,21.4,0.38,2,1,1150359.06
2200,4,3.5,27,0.4,8.9,16.7,0.077,0,1,1393980.17
2750,4,3.5,42,14,6.2,34.9,0.282,3,0,740706.64
1190,1,1,21,17.8,6.7,40.8,1.113,2,1,443327.48
1890,2,1.5,61,6.6,7.3,18.3,0.253,1,1,766295.53
3110,4,3.5,23,10.4,7.6,20.1,0.169,3,0,1459699.94
2350,4,2.5,17,2.1,8.4,14.8,0.231,3,1,1517975.6
1930,3,2.5,41,17.6,4.8,42,0.256,2,1,454253.62
1930,5,4,25,10.7,8,32.9,0.457,2,0,698849.34
3190,5,4.5,112,4.8,7,33.2,0.134,1,0,936792.4
3530,6,5,21,5.6,8.6,27.4,0.149,2,0,1708136.15
1660,2,3,11,0.4,8.5,13.1,0.18,1,0,977872.1
3060,4,3.5,43,23,4.9,48.5,0.384,1,1,555570.18
2470,5,4,8,7.6,6.9,31.4,0.165,2,0,842568.73
2180,4,4.5,17,9.2,6,25.1,0.362,2,0,820171.99
2160,3,3,8,8.3,9.1,3.1,0.278,1,0,1152782.89
2690,4,3.5,44,7.5,9.9,3,0.286,3,0,1639714.75
1500,2,2,25,25.6,6,58.2,0.263,0,0,262118.37
3020,4,4.5,26,11.8,6.6,31.9,0.599,3,0,935191.25
2310,3,3,52,15.5,6.1,32.9,0.264,2,0,699071.19
1500,2,2.5,34,10.2,9.4,10.3,0.318,2,1,842311.92
2250,4,2.5,44,2.6,8.6,17,0.125,1,0,1271019.61
1840,4,3,113,15.8,5.3,64.8,0.44,2,1,352869.06
1050,1,2,44,7.8,6.6,36.4,0.476,0,1,403359.31
2480,3,3.5,48,6.6,8.8,28.2,0.232,2,0,950783.59
2600,4,2.5,30,5.9,8.7,17.2,0.148,3,0,1336124.43
2810,6,4.5,75,0.4,9.6,8.3,0.267,3,1,1822465.79
1360,1,1,35,21.2,6.6,50.9,0.307,1,0,244814.23
2300,4,2,32,9.5,7.3,46.2,0.211,2,0,648607.05
2080,5,5,14,8.4,7.3,38.4,0.168,2,0,853393.07
1770,2,2.5,34,8.6,7,19.3,0.22,1,0,740295.64
2740,2,2.5,66,6.6,9.1,7,0.374,3,1,1662880.18
1770,2,2,38,21.2,4.2,46.7,0.538,2,1,396483.06
1920,3,2.5,40,14.3,5.7,23.8,0.282,2,0,551110.01
1610,3,3,21,9.8,7.1,33.6,0.157,2,0,634869.67
1310,1,1.5,35,8.9,8.5,12.4,0.342,1,1,662547.81
2240,3,2,17,2.8,10,9,0.092,2,1,1487608.93
1900,5,5,18,15.2,4.7,44.6,0.381,3,0,529548.86
2710,5,3,36,12.7,6.3,27.7,0.334,2,1,919676.88
2360,3,2.5,40,2.7,7.3,23.8,0.184,2,0,913300.05
2260,4,2,19,2.3,8.1,17.1,0.167,4,0,1195290.32
2420,4,2.5,66,2.4,9,3,0.251,2,0,1403847.33
2780,4,3,12,16.5,3.3,36.9,0.323,2,0,531705.9
3510,5,4,3,11.3,6.2,28.1,0.256,3,0,1127024.92
3060,4,3.5,30,13.4,8.3,12.2,0.668,2,0,1245500.39
1840,3,4,53,6.9,8.9,17.6,0.171,1,1,992065.81
3010,5,4,14,5.9,9.3,6.5,0.306,2,0,1835612.66
2270,4,3.5,20,25,4.6,52.6,0.254,2,0,430970.57
2660,3,2.5,42,12.7,6.2,32.7,0.315,1,1,849525.08
2220,4,4,68,1.9,7.7,22.9,0.216,3,1,985631.91
1630,3,3,63,0.9,10,9.6,0.38,1,0,881000.6
2880,3,3,13,4.4,9.4,7.8,0.362,3,0,1797450.32
2130,2,2.5,36,23.2,4.7,51.2,1.002,2,1,510279.8
2180,4,4,23,11.2,6.8,31.1,0.669,2,1,819835.42
2690,5,4,17,10.1,7,30.3,0.419,2,0,1005754.3
1800,3,2.5,22,5.2,8.5,13.7,0.301,1,0,910466.44
1590,2,2,25,0.4,9.5,4,0.298,2,0,1014120.05
1500,4,4.5,31,18.4,4.8,47.9,0.222,0,0,334915.89
1320,2,2.5,47,13.5,6.8,28.3,0.474,2,0,416386.05
1890,4,3,41,4.8,6.6,26,0.294,1,1,748763.08
1310,2,2,54,3.7,7.5,19.2,0.152,1,0,606580.65
2550,3,3,0,1.2,8.6,3,0.266,2,0,1592368.93
1840,2,2.5,59,19.8,5,53.2,0.512,1,0,342133.02
2140,4,3,7,6.2,6.4,30.3,0.17,2,0,698266.96
2670,4,3.5,68,10.4,7.2,33.5,0.437,2,1,1008175.98
2220,2,1.5,21,3.3,8.1,10.2,0.429,4,1,1290221.2
1350,2,2.5,38,4.8,10,13.4,0.245,1,0,790398.79
2190,3,1,32,22.2,3.8,44.1,0.412,4,0,448954.92
2470,4,3.5,75,12.1,6.1,29.3,0.142,3,1,798449.24
2070,5,4.5,61,10.6,7.2,21.2,0.484,2,0,829334.39
2340,4,2.5,72,8.2,7.7,20.4,0.407,2,1,1106050.91
1570,3,2.5,28,1.8,9.6,3,0.074,2,0,962831.09
2300,4,4,48,15.3,5.8,51.5,0.329,2,0,483086.29
1990,3,2.5,61,9.5,6.7,33.8,0.25,2,0,568902.69
2130,3,3.5,44,8.3,8.1,16.6,0.246,3,0,902443
1890,3,2,35,2.7,7.6,18.6,0.355,2,1,1014414.24
1050,3,3,60,10.1,8.2,9,0.117,0,1,608870.31
2280,5,4,31,24.9,3.6,56.4,0.42,2,0,369071.69
1780,2,1.5,35,12.6,5.4,34.7,0.343,2,0,539913.33
2240,2,1.5,35,6.8,7,19.1,0.248,1,0,857816.23
2550,4,2.5,29,0.4,8.4,6.7,0.119,2,1,1421963.02
3060,5,3.5,41,0.4,8.9,14,0.263,4,0,1860868.27
2760,5,3.5,8,11.7,5.6,48.1,0.11,2,0,701955.22
2370,4,3,44,13.6,6,29.3,0.751,3,1,781915.51
1740,3,3,12,6.3,7,36.1,0.179,1,0,692304.8
2390,2,2,25,8.1,8.3,21.8,0.384,4,0,1179229.24
1910,4,4,32,2.5,9.3,3,0.098,2,0,1250506.32
1280,2,1,43,13.2,6.8,43.7,0.167,2,0,300621.74
2150,3,2.5,21,12.6,4.5,31.9,0.288,2,1,663349.52
1870,4,4,10,8.3,6.6,13.1,0.439,3,0,858468.41
1690,2,2.5,102,12.8,8.9,17.8,0.431,1,1,752179.89
2770,3,3,5,4.9,8.8,12.4,0.153,3,0,1603038.94
1990,3,2.5,58,10.8,6.8,40.7,0.752,1,0,452584.85
2090,4,3.5,13,15.7,5.5,27.1,0.427,2,0,659164.49
1920,3,2.5,23,0.4,7.3,16.3,0.202,1,0,769533.05
2210,5,5,39,0.4,7.9,6.9,0.3,2,0,1155270.91
2590,4,2.5,31,0.4,9.4,8.8,0.12,2,0,1605563.54
1470,1,2.5,6,17.1,4.4,47.9,0.228,2,0,298541.79
2210,3,2.5,9,14.2,6.9,32,0.173,2,0,748596.88
1750,4,3.5,30,15.1,6.3,16.8,0.57,2,0,682592.25
1920,3,2.5,16,9.4,7.6,32.2,0.529,1,0,871895.91
1540,3,3,8,5.6,9.5,10.1,0.124,2,0,958881.8
1810,1,1,37,19.8,4.1,46,0.569,3,1,387858.99
1600,2,2,43,13.2,6.2,15.8,0.213,1,1,533722.19
2230,3,2.5,32,15.7,7.7,31.1,0.387,1,1,881689.41
2290,5,4.5,54,10.4,8.3,23.6,0.474,2,1,1149593.04
1650,3,3,49,2.4,8.1,3,0.434,2,1,1042805.67
2800,3,2.5,92,23.4,6.7,39.6,0.531,4,1,642806.04
3980,5,4.5,15,17,6,21.5,0.472,3,0,1284675.28
2780,6,4.5,41,0.4,7.1,18.8,0.141,2,0,1155440.68
1600,2,1.5,32,5.5,8.5,15.7,0.305,1,1,840880.72
1570,3,2.5,29,8.7,10,16.8,1.157,1,1,1024353.82
2350,3,2,23,12.7,7,33.3,0.352,3,0,643652.82
1110,3,2.5,28,13.8,4,23.5,0.266,1,0,294379.73
1530,3,2.5,25,10.6,7.1,36.9,0.335,2,0,592381.77
1930,5,4,5,9.2,7.3,18.6,0.36,2,1,1112801.93
1900,3,3,31,3.6,9.3,3,0.21,2,1,1270409.61
1820,2,1,9,18.9,4.6,44.2,0.549,2,0,356162.36
2500,2,2,19,8.4,7,31.2,0.376,2,0,796362.35
2960,5,3.5,59,4.6,6.9,16.8,0.358,3,1,1248757.34
3490,6,5,38,4.8,7.4,3,0.248,3,1,1883988.84
2300,3,3.5,35,9,10,4.8,0.52,2,0,1409637.79
2830,5,4,28,14.8,4.2,46.2,0.409,3,0,594745.12
700,1,1.5,23,11.3,7.1,32,0.228,0,0,205104.64
2380,4,3.5,35,8.8,7.3,27.6,0.29,2,0,937226.43
1630,2,2.5,12,0.5,8.7,3,0.106,1,0,903214.1
1310,2,1.5,60,7,10,13.2,0.39,1,1,757087.74
2090,4,3,4,20.4,4.6,31.9,0.629,2,0,481214.83
2210,3,3.5,11,8.2,6.1,38.1,0.238,2,0,659938.58
2120,3,3,48,4.2,8.5,22.8,0.665,2,0,845693.32
2390,3,2,30,8.1,7.1,20.1,0.169,2,1,1107207.41
2680,5,3.5,23,0.4,9.3,16.3,0.415,3,0,1662257.47
1750,4,3.5,53,26.5,6.6,59.2,0.741,1,0,303516.61
2210,4,4,52,9.3,7.6,28.2,0.329,2,1,811062.76
2650,5,4,35,7.9,6.3,29.5,0.423,3,1,1084447.13
3050,4,3,19,1.1,9.2,11.7,0.164,3,1,1731140.89
3680,5,4.5,9,2.3,7.4,17.9,0.185,4,1,2326050.34
1460,2,2,17,21.6,5.6,40.9,0.194,1,0,301249.06
1520,1,1,18,10,5.3,33.7,0.367,1,1,478128.75
2340,4,3,17,4.1,7.9,38.7,0.265,2,0,1007915.36
2370,4,3.5,22,0.6,8.7,10.8,0.204,2,1,1300299.77
2470,3,2.5,37,3.4,8.8,10,0.24,1,1,1457198.68
1070,2,1,4,19.2,5,36.5,0.412,0,0,227252.64
2280,3,2.5,6,10.4,5.6,45.1,0.174,3,0,689147.91
2080,5,4.5,50,10.1,7.8,24.3,0.178,0,0,699939.35
2980,5,3.5,23,8.2,8.9,3,0.552,2,1,1595621.33
1840,4,3.5,22,0.4,9.4,3,0.138,1,1,1236913.21
1950,3,3.5,45,11,5,50.6,0.141,2,1,495786.07
2480,5,4.5,26,10.3,6.5,30.8,0.314,2,1,917884.37
2120,4,3,30,5.9,6.8,14.8,0.471,2,0,827915.78
2030,4,3.5,25,7.8,9,27.5,0.151,3,0,1040837.61
1600,3,3,5,4.9,9.8,8.2,0.276,2,0,1021654.19
2230,4,4,15,19.4,5.1,40.9,0.251,2,1,581899.06
1580,3,1.5,18,9.1,6.4,18.4,0.147,1,0,474776.57
2460,4,3.5,23,9.8,7.2,25.8,0.73,1,1,1034542.22
3200,3,3,19,9,9.1,13.1,0.296,3,0,1568983.52
3340,4,3,18,5.9,10,6.8,0.355,3,0,2068066.27
2250,5,4,12,18.5,6.2,44,0.33,2,0,498365.36
1960,2,2.5,23,9.6,6.4,29,0.219,0,0,516764.68
1690,3,2,26,7.9,9.1,11,0.289,1,1,812156.73
1910,3,2.5,24,4,9.1,21.3,0.164,2,1,985995.36
2520,4,2.5,63,2.7,10,10.7,0.382,2,1,1578986.92
1660,3,2,32,19,5,37.3,0.19,3,1,502866.04
2460,4,3,19,11.8,6.9,28.4,0.321,4,0,831379.55
1080,2,2,16,9,7.1,10.5,0.191,2,1,545736.6
1920,2,1,16,8.7,10,6.5,0.241,2,0,1012088.28
2170,4,3,22,5,8.3,3,0.263,1,0,1273012.4
2650,4,4,29,20,4.5,48.2,0.437,3,1,609272.98
1810,3,4,41,16.2,6.4,26.8,0.296,1,0,540490.51
2330,5,4.5,7,11.1,6.3,33.8,0.488,2,1,951971.1
2000,3,3,46,0.4,8.5,19.6,0.097,2,0,961627.96
2050,5,3,26,0.4,9.9,6.9,0.112,1,0,1239455.05
1590,4,4,35,12.4,6.7,35.1,0.773,1,1,507717.72
2710,3,2.5,68,8.3,5.8,28.6,0.442,1,1,802522.95
2300,3,2.5,71,13.4,6.3,23.6,0.218,1,0,662523.39
2380,3,3,16,12.5,7.8,22.3,0.13,2,0,1067729.39
1520,2,1.5,10,4.9,8,3,0.351,0,0,895400.54
3090,5,4.5,23,23.2,5.9,46.5,0.438,4,1,835963.88
2890,3,2,35,12.4,5.7,35.6,0.32,2,1,909614.95
1430,3,2.5,15,3.4,6.5,23.1,0.219,2,0,607355.22
2450,4,3,39,0.9,7.7,4.2,0.132,2,1,1299773.92
1110,3,2.5,67,0.4,7.7,7.3,0.128,0,1,694758.16
3230,5,5,13,17.1,5.1,44.9,0.386,3,0,764884.76
2460,3,3,54,15.7,6.3,41.3,0.917,1,0,580578.91
2640,4,4,30,7.1,8.6,32.9,0.52,2,0,1064103.24
2820,5,4,45,4,7.2,17.1,0.364,2,0,1274885.79
2740,5,4.5,10,2.8,9.2,15,0.169,1,0,1659902.1
3230,6,4,59,16.6,5.4,34,0.331,2,1,713873.5
2440,4,3.5,9,5.9,7.1,33.4,0.539,2,0,845649.37
1350,2,2,3,4.4,7,14.3,0.279,1,0,539783.36
2470,4,3.5,32,3.6,8.3,9.4,0.215,2,0,1225343.58
2810,5,3,13,6.9,7.8,17.5,0.206,2,1,1712877.14
2640,5,5,24,15.8,5.4,46.8,0.247,2,0,596786.75
2270,4,3.5,37,5.6,5.5,25.9,0.389,2,1,770034.04
1940,3,2.5,46,12,8.1,24.1,0.269,1,0,701537.13
2270,3,2.5,36,0.4,8,13.9,0.162,2,0,1128578.37
1820,4,2.5,61,0.4,7.6,6,0.235,2,0,998474
2980,4,3.5,28,12.2,3.9,38.3,0.274,2,1,690177.29
2600,5,4.5,28,16.9,6,26.7,0.456,3,0,835038.35
2800,5,4.5,65,7.4,7.7,27.9,0.239,3,1,1201315.74
2330,2,2,43,11,10,3,0.509,2,1,1297905.12
2020,4,3,18,4.2,7.7,4.2,0.342,1,0,1194060.45
1540,4,3.5,102,14.7,5.3,52.1,0.266,2,1,378517.12
2530,2,2,25,13.6,6,35.7,0.83,3,0,796668.51
1850,4,4.5,67,9.1,6.6,37.5,0.444,4,1,775868.31
2450,5,3.5,18,8.2,8.4,12.7,0.298,2,0,1219822.22
2150,3,2,46,6.1,10,10.4,0.249,3,1,1385208.05
2000,3,3,7,19.1,5.5,32.2,0.339,1,0,478249.1
2990,4,4,27,15.9,7.1,44,0.166,4,1,1073587.89
1830,2,2,20,5.9,7.7,24.9,0.122,2,0,722267.95
2960,4,4,26,10.3,8.2,23.5,0.498,3,0,1413033.43
2100,3,3,25,1.9,10,14.8,0.18,2,0,1308373.29
2440,4,3,15,17.7,4.6,42.4,0.431,4,0,633706.18
2460,3,2.5,39,8.2,6,32.7,0.173,3,1,853450.84
2260,2,2.5,23,9.9,8,15.1,0.298,1,1,982008.06
1260,3,3,25,2.9,9.9,3.9,0.316,2,0,767043.48
2220,4,3,42,6.6,9.4,12.5,0.217,2,1,1417605.37
2200,4,3,5,23.5,5.3,45.3,0.538,2,0,448055.04
2180,4,2.5,73,11.8,5.9,29.1,0.194,3,0,631704.43
2390,5,5,53,8.7,7,35,0.261,1,1,961297.1
1770,3,2.5,57,7.1,7.7,27.6,0.267,2,1,905135.72
2360,4,2,22,2.9,9.9,3,0.237,2,1,1571228.13
1930,3,2.5,41,20.2,4.5,56.6,0.204,0,0,272175.73
2100,3,2,33,6.8,6.3,39.8,0.2,1,1,626467.09
2340,3,3.5,35,0.4,7.2,18.9,0.249,3,0,1006792.23
2350,6,5,9,4.4,9.4,15.5,0.765,2,0,1285150.77
2800,3,3,17,1.8,8.7,14.9,0.229,2,0,1652105.75
1750,4,3,26,21.7,5.1,39.7,0.53,0,0,366103.12
2330,3,2.5,25,12.3,5.5,40.8,0.361,2,0,609162.03
2360,3,3.5,36,7,6.2,28.9,0.32,3,0,842880.93
2360,6,5,56,12,7.9,13.9,0.209,1,0,1071258.53
2150,4,3,29,0.4,9.4,3,0.234,2,1,1453654.85
3280,5,4.5,44,16.5,4.7,55.7,0.705,3,0,643309.58
2170,4,3.5,19,14.3,6.3,44,0.516,1,0,615921.18
2980,5,4,32,5.5,7.7,20.9,0.331,3,1,1412237.94
1120,1,2,56,8.2,9.2,18.6,0.224,0,0,523215.37
2460,3,2.5,8,7.2,8.8,8.2,0.17,3,0,1501029.7
2000,3,2.5,55,19.4,4.3,38.8,0.311,1,0,345250.94
2810,5,3.5,37,11,6.8,32.8,0.206,2,0,827727.71
2310,4,2.5,74,13.5,5.7,29.3,0.457,2,0,738973.69
1650,3,2,44,5,6.9,19.3,0.472,1,0,755229.17
1650,4,2,71,5.3,8.8,3,0.302,1,1,991215.43
2150,2,1.5,37,16.3,5.2,42.8,0.527,2,1,483190.35
1450,3,2.5,11,17,5.1,28.8,0.464,1,1,489153.58
1570,3,3.5,18,7.9,6.9,41.6,0.215,2,0,645180.46
2640,5,4,65,8.1,8.7,26.8,0.266,2,1,1262481.05
2370,2,1.5,42,1,9.1,18.8,0.472,1,1,1442827.65
1440,1,1,53,15.2,5,41.4,0.448,1,0,253807.47
1550,3,3.5,74,8,5.8,32.8,0.087,0,0,386971.59
1990,4,4,51,7.8,6.7,12.4,0.122,1,0,723029.43
2750,4,2.5,26,4,9.6,19.8,0.229,2,0,1398630.86
2780,4,2.5,7,0.4,9,12.1,0.306,2,0,1678123.22
2980,4,3.5,12,20.5,4.4,49.6,0.617,3,0,651142.65
1840,3,3,22,14.3,6.4,41.4,0.14,2,1,586862.6
1860,3,2.5,67,6.5,6.6,20.6,0.147,0,1,696205.8
2690,4,4,12,0.4,8.8,10,0.199,2,0,1419608.62
2080,4,2.5,46,7.5,9.4,3,0.191,2,0,1273736.01
3770,6,5,31,28.5,5.7,48.3,0.57,4,0,770862.17
2370,4,3.5,26,14.2,5.9,40.1,0.578,0,0,644799
2020,2,2,22,6.3,7,28.4,0.116,2,0,809928.94
2790,4,3.5,5,2.6,8.2,12.9,0.106,3,0,1473127.86
2460,4,4,52,7,9,4.6,0.316,2,1,1552236.35
2080,2,1.5,84,19.6,5.2,49.2,0.834,1,1,379001.31
2580,4,3,25,11.4,6,28.1,0.216,2,1,872217.52
1860,6,4.5,18,10,6.6,20.6,0.258,2,1,884975.21
2920,6,4.5,43,9.1,8.6,19.9,0.235,3,0,1421424.72
1800,2,2.5,22,0.4,10,3,0.215,0,0,1099172.24
1460,1,2,14,20.8,4.9,47.7,0.766,0,0,300841.28
2340,4,4,14,12.5,5.7,24.4,0.437,2,0,821155.07
2150,5,4.5,23,7.4,6.2,38,0.233,2,0,802117.95
2980,6,5,19,8.1,9,13.6,0.312,1,1,1611463.38
3180,6,4.5,43,0.4,10,12.3,0.118,2,1,2058822.12
2860,5,4,32,13.2,5.5,50.4,0.555,2,0,636584.02
1830,2,2.5,45,13.7,6,35,0.655,2,0,555132.51
2110,5,4,9,6.1,7.8,27.7,0.214,3,0,947668.68
3320,6,4.5,17,11.5,8.9,15.3,0.257,1,1,1695189.19
2800,4,3,35,0.4,9.3,3,0.225,2,0,1769800.15
1420,4,3,23,18.3,4,49,0.468,1,0,313735.72
1840,5,3.5,51,10.8,7,34.6,0.362,1,0,542895.34
2250,1,1,36,7.8,7.3,30.2,0.749,2,0,849818.32
1980,3,3,20,0.4,7.6,5.5,0.288,0,1,1031376.27
1420,2,1.5,12,4.1,8.4,7.9,0.462,2,0,885674.02
2240,3,3.5,52,14.9,6.3,40,0.818,2,1,632019.11
2550,4,3.5,25,5.2,7.1,35.9,0.388,3,0,877800.57
1690,4,3,60,2.6,7.1,33.1,0.148,1,1,684616.2
1220,4,3,42,2.7,7.9,20.9,0.244,3,0,679967.1
2060,3,2,34,4.2,8.1,3,0.279,3,0,1270496.18
2350,4,4,29,18.5,5.1,40.6,0.55,2,1,626449.77
1990,1,1,22,9.4,5.2,36.9,0.36,1,0,516979.09
1990,4,3.5,31,5.1,7.2,31.3,0.313,3,0,822990.94
1790,3,2.5,31,0.4,7.3,4.6,0.232,1,0,858419.17
3030,4,4,19,0.4,8.7,13.5,0.136,2,0,1849728.78
1540,1,2,20,13.1,5.9,49,0.47,0,0,322831.06
1950,4,3.5,40,7,5.2,31.3,0.61,2,1,686221.77
2620,4,4,71,10,6.6,24.9,0.358,2,1,1022222.89
2690,4,3.5,5,1.6,9.5,20.7,0.272,3,0,1454407.92
1940,4,4,34,0.7,10,5.5,0.227,3,1,1389757.7
2120,5,3.5,3,26.7,6.2,44.3,0.63,2,0,529440.61
2370,5,4,38,13,5.7,29.9,0.412,1,0,619478.9
2750,4,3,74,13.4,7.1,24.1,0.478,2,0,946172.33
1920,5,4.5,12,0.5,7.3,19.1,0.174,3,1,1107315.44
2100,4,2.5,102,6.6,10,25.5,0.284,2,1,1217954.24
1990,4,3.5,37,13.2,4.9,37,0.384,1,0,454376.29
3030,5,3.5,21,16,6.2,36.4,0.621,3,0,883023.22
1590,5,4,17,12.9,8,14.3,0.312,1,1,750491.06
2140,2,2.5,10,4.4,10,15,0.215,2,0,1187118.63
2070,4,3.5,13,4.4,9.2,15.9,0.122,1,1,1353484.06
2010,4,4,8,23,4.6,34.2,0.749,2,0,529988.49
2050,4,4,40,8.1,5.8,32.8,0.179,2,1,735670.14
2210,5,3,42,11.8,7.9,24.9,0.404,3,1,989375.43
1610,3,2.5,64,7.2,9.1,24,0.137,2,0,753678.68
2680,3,2.5,13,4.5,8.1,9.6,0.216,3,0,1644823.61
3020,5,4,26,19.6,6.2,49.9,1.028,4,0,753339.76
2150,4,3.5,20,18.1,4.4,34,0.299,2,0,610379.76
1560,2,2.5,4,7,7.1,30.1,0.517,2,0,655322.46
2800,5,4,103,8.8,8.1,17,0.382,2,0,1163588.59
